#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GNAI2	KCNJ5	9606.ENSP00000312999	9606.ENSP00000433295	0	0	0	0	0	0	0.600	0.151	0.646
GNAI2	GNAL	9606.ENSP00000312999	9606.ENSP00000334051	0	0	0	0.892	0.049	0.176	0.600	0.559	0.679
GNAI2	PRKCA	9606.ENSP00000312999	9606.ENSP00000408695	0	0	0	0	0.048	0.078	0.600	0.231	0.693
GNAI2	ITPR2	9606.ENSP00000312999	9606.ENSP00000370744	0	0	0	0	0	0.130	0.650	0.114	0.706
GNAI2	ITPR3	9606.ENSP00000312999	9606.ENSP00000363435	0	0	0	0	0.062	0.130	0.650	0.113	0.712
GNAI2	PLCB4	9606.ENSP00000312999	9606.ENSP00000367762	0	0	0	0	0	0.118	0.600	0.289	0.727
GNAI2	PLCB1	9606.ENSP00000312999	9606.ENSP00000338185	0	0	0	0	0	0.118	0.600	0.308	0.734
GNAI2	MAPK11	9606.ENSP00000312999	9606.ENSP00000333685	0	0	0	0	0.100	0.247	0.600	0.177	0.747
GNAI2	PRKACB	9606.ENSP00000312999	9606.ENSP00000359719	0	0	0	0	0.062	0.144	0.600	0.309	0.748
GNAI2	GNGT2	9606.ENSP00000312999	9606.ENSP00000426022	0	0	0	0	0.083	0.204	0.600	0.250	0.751
GNAI2	PRKACG	9606.ENSP00000312999	9606.ENSP00000366488	0	0	0	0	0.062	0.144	0.600	0.332	0.757
GNAI2	PLCB3	9606.ENSP00000312999	9606.ENSP00000443631	0	0	0	0	0.062	0.118	0.600	0.390	0.771
GNAI2	GNG12	9606.ENSP00000312999	9606.ENSP00000360021	0	0	0	0	0.062	0.204	0.600	0.399	0.796
GNAI2	GNG5	9606.ENSP00000312999	9606.ENSP00000359675	0	0	0	0	0.062	0.398	0.600	0.351	0.834
GNAI2	GNG7	9606.ENSP00000312999	9606.ENSP00000371594	0	0	0	0	0.062	0.733	0.600	0.101	0.898
GNAI2	GNG4	9606.ENSP00000312999	9606.ENSP00000375727	0	0	0	0	0.062	0.731	0.600	0.134	0.901
GNAI2	MAPK8	9606.ENSP00000312999	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.099	0.906
GNAI2	GNG10	9606.ENSP00000312999	9606.ENSP00000363411	0	0	0	0	0.049	0.736	0.600	0.247	0.914
GNAI2	GNAI3	9606.ENSP00000312999	9606.ENSP00000358867	0	0	0	0.983	0.057	0.885	0.900	0.832	0.988
GNAI2	GNG2	9606.ENSP00000312999	9606.ENSP00000334448	0	0	0	0	0.062	0.873	0.900	0.206	0.989
GNAI2	GNB1	9606.ENSP00000312999	9606.ENSP00000481878	0	0	0	0	0.620	0.986	0.900	0.649	0.999
GNAI3	MAPK13	9606.ENSP00000358867	9606.ENSP00000211287	0	0	0	0	0.078	0.247	0.600	0.170	0.738
GNAI3	MAPK12	9606.ENSP00000358867	9606.ENSP00000215659	0	0	0	0	0.078	0.247	0.600	0.142	0.729
GNAI3	GNB3	9606.ENSP00000358867	9606.ENSP00000229264	0	0	0	0	0.122	0.519	0.600	0.321	0.870
GNAI3	MAPK14	9606.ENSP00000358867	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.191	0.936
GNAI3	GNB4	9606.ENSP00000358867	9606.ENSP00000232564	0	0	0	0	0.122	0.884	0.600	0.429	0.973
GNAI3	GNG13	9606.ENSP00000358867	9606.ENSP00000248150	0	0	0	0	0.049	0.204	0.600	0.208	0.728
GNAI3	GNG11	9606.ENSP00000358867	9606.ENSP00000248564	0	0	0	0	0.083	0.450	0.600	0.146	0.804
GNAI3	GNGT1	9606.ENSP00000358867	9606.ENSP00000248572	0	0	0	0	0.083	0.204	0.600	0.238	0.747
GNAI3	PLCB2	9606.ENSP00000358867	9606.ENSP00000260402	0	0	0	0	0	0.118	0.600	0.229	0.704
GNAI3	GNB5	9606.ENSP00000358867	9606.ENSP00000261837	0	0	0	0	0.108	0.321	0.600	0.399	0.835
GNAI3	GNAO1	9606.ENSP00000358867	9606.ENSP00000262494	0	0	0	0.973	0.062	0.468	0.900	0.538	0.946
GNAI3	PRKCG	9606.ENSP00000358867	9606.ENSP00000263431	0	0	0	0	0.048	0.078	0.600	0.048	0.621
GNAI3	GNAQ	9606.ENSP00000358867	9606.ENSP00000286548	0	0	0	0.939	0.062	0.260	0.900	0.722	0.927
GNAI3	GNG3	9606.ENSP00000358867	9606.ENSP00000294117	0	0	0	0	0.062	0.339	0.600	0.648	0.901
GNAI3	KCNJ3	9606.ENSP00000358867	9606.ENSP00000295101	0	0	0	0	0.062	0	0.600	0.215	0.679
GNAI3	GNG8	9606.ENSP00000358867	9606.ENSP00000300873	0	0	0	0	0	0.204	0.600	0.058	0.673
GNAI3	SCN1A	9606.ENSP00000358867	9606.ENSP00000303540	0	0	0	0	0.062	0.067	0.600	0.057	0.625
GNAI3	GNB2	9606.ENSP00000358867	9606.ENSP00000305260	0	0	0	0	0.122	0.819	0.600	0.648	0.974
GNAI3	PRKCB	9606.ENSP00000358867	9606.ENSP00000305355	0	0	0	0	0	0.078	0.600	0.048	0.618
GNAI3	ITPR1	9606.ENSP00000358867	9606.ENSP00000306253	0	0	0	0	0	0.130	0.650	0.076	0.694
GNAI3	PRKACA	9606.ENSP00000358867	9606.ENSP00000309591	0	0	0	0	0.066	0.144	0.600	0.196	0.708
GNAI3	MAPK11	9606.ENSP00000358867	9606.ENSP00000333685	0	0	0	0	0.078	0.247	0.600	0.142	0.729
GNAI3	GNAL	9606.ENSP00000358867	9606.ENSP00000334051	0	0	0	0.895	0.062	0.232	0.600	0.556	0.704
GNAI3	GNG2	9606.ENSP00000358867	9606.ENSP00000334448	0	0	0	0	0	0.204	0.900	0.306	0.939
GNAI3	PLCB1	9606.ENSP00000358867	9606.ENSP00000338185	0	0	0	0	0.062	0.118	0.600	0.389	0.771
GNAI3	MAPK10	9606.ENSP00000358867	9606.ENSP00000352157	0	0	0	0	0.050	0	0.600	0.067	0.614
GNAI3	KCNJ9	9606.ENSP00000358867	9606.ENSP00000357067	0	0	0	0	0.062	0	0.600	0.067	0.619
GNAI3	KCNJ5	9606.ENSP00000358867	9606.ENSP00000433295	0	0	0	0	0	0	0.600	0.067	0.610
GNAI3	KCNJ6	9606.ENSP00000358867	9606.ENSP00000477437	0	0	0	0	0.053	0	0.600	0.095	0.627
GNAI3	PRKCA	9606.ENSP00000358867	9606.ENSP00000408695	0	0	0	0	0	0.078	0.600	0.077	0.630
GNAI3	GNAS	9606.ENSP00000358867	9606.ENSP00000360141	0	0	0	0.889	0.068	0.260	0.540	0.706	0.681
GNAI3	MAPK9	9606.ENSP00000358867	9606.ENSP00000394560	0	0	0	0	0.062	0	0.600	0.224	0.683
GNAI3	ITPR2	9606.ENSP00000358867	9606.ENSP00000370744	0	0	0	0	0	0.130	0.650	0.080	0.695
GNAI3	ITPR3	9606.ENSP00000358867	9606.ENSP00000363435	0	0	0	0	0	0.130	0.650	0.079	0.695
GNAI3	GNGT2	9606.ENSP00000358867	9606.ENSP00000426022	0	0	0	0	0.065	0.204	0.600	0.142	0.710
GNAI3	PRKACB	9606.ENSP00000358867	9606.ENSP00000359719	0	0	0	0	0.062	0.144	0.600	0.224	0.717
GNAI3	PRKACG	9606.ENSP00000358867	9606.ENSP00000366488	0	0	0	0	0.062	0.144	0.600	0.282	0.738
GNAI3	GNG12	9606.ENSP00000358867	9606.ENSP00000360021	0	0	0	0	0.052	0.204	0.600	0.419	0.801
GNAI3	PLCB3	9606.ENSP00000358867	9606.ENSP00000443631	0	0	0	0	0	0.118	0.600	0.515	0.814
GNAI3	PLCB4	9606.ENSP00000358867	9606.ENSP00000367762	0	0	0	0	0	0.118	0.600	0.633	0.859
GNAI3	GNG5	9606.ENSP00000358867	9606.ENSP00000359675	0	0	0	0	0.049	0.670	0.600	0.276	0.897
GNAI3	MAPK8	9606.ENSP00000358867	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.137	0.910
GNAI3	GNG7	9606.ENSP00000358867	9606.ENSP00000371594	0	0	0	0	0.054	0.778	0.600	0.229	0.926
GNAI3	GNG4	9606.ENSP00000358867	9606.ENSP00000375727	0	0	0	0	0.062	0.783	0.600	0.272	0.932
GNAI3	GNG10	9606.ENSP00000358867	9606.ENSP00000363411	0	0	0	0	0.094	0.735	0.600	0.375	0.932
GNAI3	GNB1	9606.ENSP00000358867	9606.ENSP00000481878	0	0	0	0	0.134	0.991	0.900	0.616	0.999
GNAL	GNB3	9606.ENSP00000334051	9606.ENSP00000229264	0	0	0	0	0.108	0.318	0.540	0.377	0.802
GNAL	GNB4	9606.ENSP00000334051	9606.ENSP00000232564	0	0	0	0	0.108	0.341	0.540	0.473	0.838
GNAL	GNG13	9606.ENSP00000334051	9606.ENSP00000248150	0	0	0	0	0.062	0.244	0.800	0.543	0.926
GNAL	GNG11	9606.ENSP00000334051	9606.ENSP00000248564	0	0	0	0	0	0.244	0.540	0.275	0.726
GNAL	GNGT1	9606.ENSP00000334051	9606.ENSP00000248572	0	0	0	0	0	0.244	0.800	0.475	0.913
GNAL	GNB5	9606.ENSP00000334051	9606.ENSP00000261837	0	0	0	0	0.108	0.247	0.540	0.628	0.869
GNAL	GNAO1	9606.ENSP00000334051	9606.ENSP00000262494	0	0	0	0.897	0.089	0.176	0.540	0.624	0.648
GNAL	GNAQ	9606.ENSP00000334051	9606.ENSP00000286548	0	0	0	0.900	0.062	0	0.540	0.572	0.575
GNAL	GNG3	9606.ENSP00000334051	9606.ENSP00000294117	0	0	0	0	0.086	0.244	0.540	0.338	0.761
GNAL	GNG8	9606.ENSP00000334051	9606.ENSP00000300873	0	0	0	0	0	0.244	0.540	0.342	0.751
GNAL	GNB2	9606.ENSP00000334051	9606.ENSP00000305260	0	0	0	0	0.108	0.341	0.540	0.510	0.849
GNAL	PRKACB	9606.ENSP00000334051	9606.ENSP00000359719	0	0	0	0	0.065	0.101	0	0.350	0.406
GNAL	PRKACG	9606.ENSP00000334051	9606.ENSP00000366488	0	0	0	0	0.065	0.101	0	0.369	0.423
GNAL	PPP3CC	9606.ENSP00000334051	9606.ENSP00000380878	0	0	0	0	0	0.123	0	0.411	0.462
GNAL	GNG4	9606.ENSP00000334051	9606.ENSP00000375727	0	0	0	0	0.062	0.244	0.540	0.283	0.734
GNAL	GNG5	9606.ENSP00000334051	9606.ENSP00000359675	0	0	0	0	0	0.244	0.540	0.315	0.741
GNAL	GNG10	9606.ENSP00000334051	9606.ENSP00000363411	0	0	0	0	0	0.244	0.540	0.335	0.748
GNAL	GNG12	9606.ENSP00000334051	9606.ENSP00000360021	0	0	0	0	0.062	0.244	0.540	0.335	0.754
GNAL	GNGT2	9606.ENSP00000334051	9606.ENSP00000426022	0	0	0	0	0	0.244	0.540	0.454	0.793
GNAL	GNG7	9606.ENSP00000334051	9606.ENSP00000371594	0	0	0	0	0.064	0.244	0.800	0.417	0.906
GNAL	GNAS	9606.ENSP00000334051	9606.ENSP00000360141	0	0	0	0.967	0	0.679	0.900	0.602	0.967
GNAL	GNB1	9606.ENSP00000334051	9606.ENSP00000481878	0	0	0	0	0.108	0.381	0.900	0.545	0.971
GNAL	GNG2	9606.ENSP00000334051	9606.ENSP00000334448	0	0	0	0	0.062	0.673	0.900	0.352	0.977
GNAO1	GNB3	9606.ENSP00000262494	9606.ENSP00000229264	0	0	0	0	0.139	0.369	0.600	0.647	0.913
GNAO1	MAPK14	9606.ENSP00000262494	9606.ENSP00000229795	0	0	0	0	0.078	0.247	0.900	0.158	0.933
GNAO1	GNB4	9606.ENSP00000262494	9606.ENSP00000232564	0	0	0	0	0.122	0.537	0.600	0.714	0.947
GNAO1	GNG13	9606.ENSP00000262494	9606.ENSP00000248150	0	0	0	0	0.145	0.204	0.600	0.596	0.875
GNAO1	GNG11	9606.ENSP00000262494	9606.ENSP00000248564	0	0	0	0	0.083	0.204	0.600	0.285	0.763
GNAO1	GNGT1	9606.ENSP00000262494	9606.ENSP00000248572	0	0	0	0	0.083	0.204	0.600	0.474	0.826
GNAO1	PLCB2	9606.ENSP00000262494	9606.ENSP00000260402	0	0	0	0	0	0.118	0.600	0.617	0.853
GNAO1	GNB5	9606.ENSP00000262494	9606.ENSP00000261837	0	0	0	0	0.131	0.321	0.600	0.787	0.943
GNAO1	PRKCG	9606.ENSP00000262494	9606.ENSP00000263431	0	0	0	0	0.219	0.078	0	0.234	0.400
GNAO1	GRIA2	9606.ENSP00000262494	9606.ENSP00000296526	0	0	0	0	0.351	0.056	0	0.131	0.421
GNAO1	KIF5C	9606.ENSP00000262494	9606.ENSP00000393379	0	0	0	0	0.351	0.105	0	0.082	0.421
GNAO1	KIF5A	9606.ENSP00000262494	9606.ENSP00000408979	0	0	0	0	0.353	0.105	0	0.101	0.434
GNAO1	SLC18A2	9606.ENSP00000262494	9606.ENSP00000298472	0	0	0	0	0.053	0	0	0.433	0.440
GNAO1	KCNJ6	9606.ENSP00000262494	9606.ENSP00000477437	0	0	0	0	0.087	0	0	0.467	0.493
GNAO1	PRKCA	9606.ENSP00000262494	9606.ENSP00000408695	0	0	0	0	0.062	0.078	0	0.528	0.556
GNAO1	KCNJ9	9606.ENSP00000262494	9606.ENSP00000357067	0	0	0	0	0.351	0	0	0.350	0.560
GNAO1	KCNJ3	9606.ENSP00000262494	9606.ENSP00000295101	0	0	0	0	0.098	0	0	0.576	0.601
GNAO1	GNAS	9606.ENSP00000262494	9606.ENSP00000360141	0	0	0	0.897	0.086	0.176	0.540	0.740	0.651
GNAO1	ITPR2	9606.ENSP00000262494	9606.ENSP00000370744	0	0	0	0	0	0.130	0.650	0.165	0.723
GNAO1	PLCB3	9606.ENSP00000262494	9606.ENSP00000443631	0	0	0	0	0	0.118	0.600	0.314	0.736
GNAO1	PLCB4	9606.ENSP00000262494	9606.ENSP00000367762	0	0	0	0	0.076	0.118	0.600	0.303	0.742
GNAO1	ITPR3	9606.ENSP00000262494	9606.ENSP00000363435	0	0	0	0	0	0.130	0.650	0.241	0.748
GNAO1	ITPR1	9606.ENSP00000262494	9606.ENSP00000306253	0	0	0	0	0.062	0.130	0.650	0.245	0.755
GNAO1	GNG8	9606.ENSP00000262494	9606.ENSP00000300873	0	0	0	0	0	0.204	0.600	0.315	0.762
GNAO1	GNG12	9606.ENSP00000262494	9606.ENSP00000360021	0	0	0	0	0	0.204	0.600	0.350	0.775
GNAO1	GNG10	9606.ENSP00000262494	9606.ENSP00000363411	0	0	0	0	0.049	0.204	0.600	0.350	0.777
GNAO1	GNG5	9606.ENSP00000262494	9606.ENSP00000359675	0	0	0	0	0	0.204	0.600	0.399	0.792
GNAO1	GNG7	9606.ENSP00000262494	9606.ENSP00000371594	0	0	0	0	0.107	0.204	0.600	0.424	0.814
GNAO1	GNG4	9606.ENSP00000262494	9606.ENSP00000375727	0	0	0	0	0.106	0.204	0.600	0.437	0.818
GNAO1	PLCB1	9606.ENSP00000262494	9606.ENSP00000338185	0	0	0	0	0.090	0.118	0.600	0.508	0.821
GNAO1	GNGT2	9606.ENSP00000262494	9606.ENSP00000426022	0	0	0	0	0.065	0.204	0.600	0.529	0.841
GNAO1	GNB2	9606.ENSP00000262494	9606.ENSP00000305260	0	0	0	0	0.122	0.537	0.600	0.522	0.912
GNAO1	MAPK8	9606.ENSP00000262494	9606.ENSP00000378974	0	0	0	0	0.051	0	0.900	0.159	0.913
GNAO1	GNG3	9606.ENSP00000262494	9606.ENSP00000294117	0	0	0	0	0.231	0.566	0.600	0.453	0.917
GNAO1	GNAQ	9606.ENSP00000262494	9606.ENSP00000286548	0	0	0	0.940	0.062	0.368	0.900	0.911	0.939
GNAO1	GNG2	9606.ENSP00000262494	9606.ENSP00000334448	0	0	0	0	0.087	0.745	0.900	0.459	0.985
GNAO1	GNB1	9606.ENSP00000262494	9606.ENSP00000481878	0	0	0	0	0.122	0.745	0.900	0.659	0.991
GNAQ	GNB3	9606.ENSP00000286548	9606.ENSP00000229264	0	0	0	0	0.108	0.503	0.600	0.348	0.869
GNAQ	MAPK14	9606.ENSP00000286548	9606.ENSP00000229795	0	0	0	0	0.078	0.195	0.900	0.257	0.937
GNAQ	GNB4	9606.ENSP00000286548	9606.ENSP00000232564	0	0	0	0	0.108	0.520	0.600	0.336	0.871
GNAQ	GNG13	9606.ENSP00000286548	9606.ENSP00000248150	0	0	0	0	0	0.226	0.600	0.170	0.720
GNAQ	GNG11	9606.ENSP00000286548	9606.ENSP00000248564	0	0	0	0	0	0.226	0.600	0.122	0.704
GNAQ	GNGT1	9606.ENSP00000286548	9606.ENSP00000248572	0	0	0	0	0	0.226	0.900	0.208	0.933
GNAQ	PLCB2	9606.ENSP00000286548	9606.ENSP00000260402	0	0	0	0	0.062	0.532	0.900	0.909	0.995
GNAQ	GNB5	9606.ENSP00000286548	9606.ENSP00000261837	0	0	0	0	0.108	0.290	0.900	0.736	0.981
GNAQ	PRKCG	9606.ENSP00000286548	9606.ENSP00000263431	0	0	0	0	0	0.145	0	0.475	0.532
GNAQ	KCNJ6	9606.ENSP00000286548	9606.ENSP00000477437	0	0	0	0	0.062	0	0	0.424	0.436
GNAQ	ITPR2	9606.ENSP00000286548	9606.ENSP00000370744	0	0	0	0	0	0.212	0	0.498	0.587
GNAQ	GNG8	9606.ENSP00000286548	9606.ENSP00000300873	0	0	0	0	0	0.226	0.600	0.147	0.712
GNAQ	ITPR3	9606.ENSP00000286548	9606.ENSP00000363435	0	0	0	0	0	0.212	0	0.653	0.715
GNAQ	ITPR1	9606.ENSP00000286548	9606.ENSP00000306253	0	0	0	0	0	0.212	0	0.653	0.715
GNAQ	GNG5	9606.ENSP00000286548	9606.ENSP00000359675	0	0	0	0	0.072	0.226	0.600	0.169	0.729
GNAQ	GNG7	9606.ENSP00000286548	9606.ENSP00000371594	0	0	0	0	0	0.226	0.600	0.196	0.729
GNAQ	GNG12	9606.ENSP00000286548	9606.ENSP00000360021	0	0	0	0	0	0.226	0.600	0.201	0.731
GNAQ	GNG10	9606.ENSP00000286548	9606.ENSP00000363411	0	0	0	0	0.100	0.226	0.600	0.199	0.747
GNAQ	GNG4	9606.ENSP00000286548	9606.ENSP00000375727	0	0	0	0	0.062	0.341	0.600	0.158	0.764
GNAQ	GNG3	9606.ENSP00000286548	9606.ENSP00000294117	0	0	0	0	0.062	0.341	0.600	0.221	0.781
GNAQ	GNGT2	9606.ENSP00000286548	9606.ENSP00000426022	0	0	0	0	0	0.226	0.600	0.373	0.788
GNAQ	PRKCA	9606.ENSP00000286548	9606.ENSP00000408695	0	0	0	0	0.062	0.145	0.650	0.469	0.831
GNAQ	GNB2	9606.ENSP00000286548	9606.ENSP00000305260	0	0	0	0	0.129	0.520	0.600	0.440	0.894
GNAQ	PRKACA	9606.ENSP00000286548	9606.ENSP00000309591	0	0	0	0	0.083	0.101	0.900	0.101	0.916
GNAQ	MAPK8	9606.ENSP00000286548	9606.ENSP00000378974	0	0	0	0	0	0	0.900	0.258	0.922
GNAQ	GNAS	9606.ENSP00000286548	9606.ENSP00000360141	0	0	0	0.877	0.062	0.271	0.900	0.863	0.933
GNAQ	PLCB4	9606.ENSP00000286548	9606.ENSP00000367762	0	0	0	0	0.062	0.167	0.800	0.716	0.949
GNAQ	GNG2	9606.ENSP00000286548	9606.ENSP00000334448	0	0	0	0	0.062	0.783	0.900	0.408	0.986
GNAQ	GNB1	9606.ENSP00000286548	9606.ENSP00000481878	0	0	0	0	0.124	0.798	0.900	0.669	0.993
GNAQ	PLCB3	9606.ENSP00000286548	9606.ENSP00000443631	0	0	0	0	0.062	0.826	0.900	0.919	0.998
GNAQ	PLCB1	9606.ENSP00000286548	9606.ENSP00000338185	0	0	0	0	0.062	0.718	0.900	0.989	0.999
GNAS	GNB3	9606.ENSP00000360141	9606.ENSP00000229264	0	0	0	0	0.108	0.318	0.600	0.563	0.879
GNAS	GNB4	9606.ENSP00000360141	9606.ENSP00000232564	0	0	0	0	0.108	0.472	0.600	0.473	0.887
GNAS	GNG13	9606.ENSP00000360141	9606.ENSP00000248150	0	0	0	0	0.063	0.244	0.600	0.361	0.794
GNAS	GNG11	9606.ENSP00000360141	9606.ENSP00000248564	0	0	0	0	0	0.244	0.600	0.205	0.738
GNAS	GNGT1	9606.ENSP00000360141	9606.ENSP00000248572	0	0	0	0	0	0.379	0.900	0.088	0.938
GNAS	GNB5	9606.ENSP00000360141	9606.ENSP00000261837	0	0	0	0	0.108	0.247	0.600	0.473	0.839
GNAS	GNG3	9606.ENSP00000360141	9606.ENSP00000294117	0	0	0	0	0.058	0.244	0.600	0.217	0.747
GNAS	GNG8	9606.ENSP00000360141	9606.ENSP00000300873	0	0	0	0	0	0.244	0.600	0.098	0.703
GNAS	GNB2	9606.ENSP00000360141	9606.ENSP00000305260	0	0	0	0	0.130	0.467	0.600	0.463	0.887
GNAS	PRKCB	9606.ENSP00000360141	9606.ENSP00000305355	0	0	0	0	0	0.078	0.900	0.139	0.913
GNAS	PRKACA	9606.ENSP00000360141	9606.ENSP00000309591	0	0	0	0	0.083	0.101	0.650	0.362	0.791
GNAS	GNG2	9606.ENSP00000360141	9606.ENSP00000334448	0	0	0	0	0.049	0.954	0.900	0.633	0.998
GNAS	PLCB1	9606.ENSP00000360141	9606.ENSP00000338185	0	0	0	0	0.062	0.118	0	0.339	0.405
GNAS	GNG5	9606.ENSP00000360141	9606.ENSP00000359675	0	0	0	0	0	0.451	0.600	0.174	0.803
GNAS	PRKACB	9606.ENSP00000360141	9606.ENSP00000359719	0	0	0	0	0.065	0.101	0.900	0.505	0.952
GNAS	GNG12	9606.ENSP00000360141	9606.ENSP00000360021	0	0	0	0	0.062	0.244	0.600	0.202	0.743
GNAS	GNGT2	9606.ENSP00000360141	9606.ENSP00000426022	0	0	0	0	0	0.244	0.600	0.147	0.719
GNAS	GNG7	9606.ENSP00000360141	9606.ENSP00000371594	0	0	0	0	0.062	0.244	0.600	0.141	0.723
GNAS	GNG10	9606.ENSP00000360141	9606.ENSP00000363411	0	0	0	0	0	0.314	0.600	0.134	0.741
GNAS	GNG4	9606.ENSP00000360141	9606.ENSP00000375727	0	0	0	0	0.062	0.730	0.600	0.151	0.902
GNAS	PRKCA	9606.ENSP00000360141	9606.ENSP00000408695	0	0	0	0	0.062	0.078	0.900	0.218	0.923
GNAS	PRKACG	9606.ENSP00000360141	9606.ENSP00000366488	0	0	0	0	0.065	0.101	0.900	0.362	0.939
GNAS	GNB1	9606.ENSP00000360141	9606.ENSP00000481878	0	0	0	0	0.140	0.976	0.900	0.719	0.999
GNB1	MAPK13	9606.ENSP00000481878	9606.ENSP00000211287	0	0	0	0	0.062	0.313	0.600	0.181	0.760
GNB1	MAPK12	9606.ENSP00000481878	9606.ENSP00000215659	0	0	0	0	0.062	0.313	0.600	0.181	0.760
GNB1	GNB3	9606.ENSP00000481878	9606.ENSP00000229264	0	0	0.449	0.983	0	0	0.540	0.626	0.548
GNB1	MAPK14	9606.ENSP00000481878	9606.ENSP00000229795	0	0	0	0	0.062	0.313	0.900	0.184	0.940
GNB1	GNB4	9606.ENSP00000481878	9606.ENSP00000232564	0	0	0.449	0.985	0	0	0.540	0.630	0.547
GNB1	GNG13	9606.ENSP00000481878	9606.ENSP00000248150	0	0	0	0	0.062	0.993	0.800	0.794	0.999
GNB1	GNG11	9606.ENSP00000481878	9606.ENSP00000248564	0	0	0	0	0.062	0.993	0.600	0.609	0.998
GNB1	GNGT1	9606.ENSP00000481878	9606.ENSP00000248572	0	0	0	0	0.062	0.998	0.900	0.793	0.999
GNB1	PLCB2	9606.ENSP00000481878	9606.ENSP00000260402	0	0	0	0	0	0	0.900	0.628	0.961
GNB1	GNB5	9606.ENSP00000481878	9606.ENSP00000261837	0	0	0.441	0.950	0.062	0	0.540	0.739	0.575
GNB1	PRKCG	9606.ENSP00000481878	9606.ENSP00000263431	0	0	0	0	0.062	0	0.650	0.180	0.707
GNB1	GNG3	9606.ENSP00000481878	9606.ENSP00000294117	0	0	0	0	0.062	0.993	0.600	0.599	0.998
GNB1	KCNJ3	9606.ENSP00000481878	9606.ENSP00000295101	0	0	0	0	0.062	0.494	0.600	0.549	0.903
GNB1	GNG8	9606.ENSP00000481878	9606.ENSP00000300873	0	0	0	0	0.062	0.426	0.600	0.232	0.812
GNB1	SCN1A	9606.ENSP00000481878	9606.ENSP00000303540	0	0	0	0	0.062	0.058	0.600	0	0.615
GNB1	GNB2	9606.ENSP00000481878	9606.ENSP00000305260	0	0	0.449	0.985	0.217	0	0.540	0.756	0.631
GNB1	PRKCB	9606.ENSP00000481878	9606.ENSP00000305355	0	0	0	0	0.062	0	0.900	0.151	0.913
GNB1	ITPR1	9606.ENSP00000481878	9606.ENSP00000306253	0	0	0	0	0	0	0.650	0.159	0.693
GNB1	PRKACA	9606.ENSP00000481878	9606.ENSP00000309591	0	0	0	0	0.256	0	0.600	0.147	0.724
GNB1	MAPK11	9606.ENSP00000481878	9606.ENSP00000333685	0	0	0	0	0.090	0.313	0.900	0.181	0.941
GNB1	GNG2	9606.ENSP00000481878	9606.ENSP00000334448	0	0	0	0	0.062	0.999	0.900	0.905	0.999
GNB1	PLCB1	9606.ENSP00000481878	9606.ENSP00000338185	0	0	0	0	0	0	0.900	0.370	0.934
GNB1	MAPK10	9606.ENSP00000481878	9606.ENSP00000352157	0	0	0	0	0.062	0	0.600	0	0.608
GNB1	KCNJ9	9606.ENSP00000481878	9606.ENSP00000357067	0	0	0	0	0	0.227	0.600	0.172	0.721
GNB1	GNG5	9606.ENSP00000481878	9606.ENSP00000359675	0	0	0	0	0.062	0.993	0.600	0.571	0.998
GNB1	PRKACB	9606.ENSP00000481878	9606.ENSP00000359719	0	0.017	0	0	0.204	0	0.900	0.176	0.928
GNB1	GNG12	9606.ENSP00000481878	9606.ENSP00000360021	0	0	0	0	0.062	0.993	0.600	0.709	0.999
GNB1	GNG10	9606.ENSP00000481878	9606.ENSP00000363411	0	0	0	0	0.062	0.993	0.600	0.562	0.998
GNB1	ITPR3	9606.ENSP00000481878	9606.ENSP00000363435	0	0	0	0	0	0	0.650	0.092	0.668
GNB1	PRKACG	9606.ENSP00000481878	9606.ENSP00000366488	0	0.035	0	0	0.204	0	0.900	0.147	0.926
GNB1	PLCB4	9606.ENSP00000481878	9606.ENSP00000367762	0	0	0	0	0	0	0.600	0.143	0.642
GNB1	ITPR2	9606.ENSP00000481878	9606.ENSP00000370744	0	0	0	0	0	0	0.650	0.102	0.672
GNB1	GNG7	9606.ENSP00000481878	9606.ENSP00000371594	0	0	0	0	0.062	0.993	0.800	0.456	0.999
GNB1	GNG4	9606.ENSP00000481878	9606.ENSP00000375727	0	0	0	0	0.062	0.993	0.600	0.490	0.998
GNB1	MAPK8	9606.ENSP00000481878	9606.ENSP00000378974	0	0	0	0	0.062	0	0.600	0	0.608
GNB1	MAPK9	9606.ENSP00000481878	9606.ENSP00000394560	0	0	0	0	0.062	0	0.600	0	0.608
GNB1	PRKCA	9606.ENSP00000481878	9606.ENSP00000408695	0	0	0	0	0.062	0	0.900	0.173	0.915
GNB1	GNGT2	9606.ENSP00000481878	9606.ENSP00000426022	0	0	0	0	0.062	0.993	0.900	0.630	0.999
GNB1	KCNJ5	9606.ENSP00000481878	9606.ENSP00000433295	0	0	0	0	0	0.227	0.600	0.548	0.848
GNB1	PLCB3	9606.ENSP00000481878	9606.ENSP00000443631	0	0	0	0	0	0	0.900	0.235	0.920
GNB1	KCNJ6	9606.ENSP00000481878	9606.ENSP00000477437	0	0	0	0	0	0.703	0.600	0.331	0.913
GNB2	MAPK13	9606.ENSP00000305260	9606.ENSP00000211287	0	0	0	0	0.062	0.313	0.600	0.181	0.760
